code,dictEntry,localAbbrev,dictionaryCategoryId,displayKey,sortOrder,isActive
DALACINE®_CLINDAMYCINE_+_PYRIMETHAMINE_+_FOLINIC_A,Dalacine® (clindamycine) + pyrimethamine + folinic acid,dalPyrFolA,242,arvProphyl.dalacinePyrimethamineFolinicAcid,72100,true
DEMENTIA_OR_A_NEUROLOGICAL_DEFICIT_ASSOCIATED_WITH,Dementia or a neurological deficit associated with HIV?,HIVDement,178,diseases.RTN.hivDementia,80000,true
"DEMOGRAPHIC_RESPONSE_N_A_YES,_NO_OR_N_A","Demographic Response N/A (Yes, No or N/A)",NA,80,answer.notApplicable,64300,true
DEMOGRAPHIC_RESPONSE_NO_IN_YES_OR_NO,Demographic Response No (in Yes or No),No,81,answer.no,64500,true
"DEMOGRAPHIC_RESPONSE_NO_YES,_NO_OR_N_A","Demographic Response No (Yes, No or N/A)",No,80,answer.no,64200,true
DEMOGRAPHIC_RESPONSE_YES_IN_YES_OR_NO,Demographic Response Yes (in Yes or No),Yes,81,answer.yes,64400,true
"DEMOGRAPHIC_RESPONSE_YES_IN_YES,_NO_OR_N_A","Demographic Response Yes (in Yes, No or N/A)",Yes,80,answer.yes,64100,true
EGPAF_REQUEST,EGPAF Request,EGPAF,297,special.request.reason.EGPAF,100400,true
EXPULMONARY_TB_:_DEMOGRAPHIC_ANSWER_TO_AVR_DISEASE,Expulmonary TB : Demographic Answer to AVR disease question,TBExpul,82,disease.tbExpulmonary,64700,true
EXTERNAL_REQUEST,External Request,extnlReqst,297,special.request.reason.externalRequest,100200,true
EXTRAPULMONARY_TUBERCULOSIS,Extrapulmonary tuberculosis,expulTB,244,diseases.RTN.expulmonaryTuberculosis,78500,true
FIRST_PCR,First PCR,firstPCR,267,EID.firstPCR,88000,true
FLUCONAZOLE,Fluconazole,flucona,242,arvProphyl.fluconazole,72000,true
GENERAL_PRURIGO_:_DEMOGRAPHIC_ANSWER_TO_AVR_DISEAS,General Prurigo : Demographic Answer to AVR disease question,GenPrurigo,82,disease.generalPrurigo,65000,true
HERPES_CHRONIC_PROGRESSIVE_OR_GENERALIZED?,Herpes (chronic progressive or generalized)?,herpes,178,diseases.RTN.herpes,79600,true
HIV_STATUS_HIV_1_AND_HIV_2,HIV Status HIV-1 and HIV-2,HIVDual,241,HIVStatus.HIVDual,70200,true
HIV_STATUS_HIV_1_INFECTION,HIV Status HIV-1 infection,HIV-1,241,HIVStatus.HIV_1,70000,true
HIV_STATUS_HIV_2_INFECTION,HIV Status HIV-2 infection,HIV-2,241,HIVStatus.HIV_2,70100,true
HIV1,HIV1,,198,dict.HIVResult.hiv1,82400,true
HIV2,HIV2,,198,dict.HIVResult.hiv2,82500,true
HIVD,HIVD,,198,dict.HIVResult.hivd,82600,true
INCONCLUSIVE,INCONCLUSIVE,,3,,9400,true
INVASIVE_CANCER_OF_THE_CERVIX_OR_THE_UTERUS?,Invasive cancer of the cervix or the uterus?,curvixC,244,diseases.RTN.curvixCancer,79100,true
IS_THE_PATIENT'S_MOTHER_KNOWN_TO_BE_INFECTED_BY_HI,Is the patient's mother known to be infected by HIV?,matHIV,244,diseases.RTN.maternalHIV,79200,true
IST_?_:_DEMOGRAPHIC_ANSWER_TO_AVR_DISEASE_QUESTION,IST (?) : Demographic Answer to AVR disease question,IST,82,disease.IST,65100,true
IVORIAN,Ivorian,Ivorian,243,nationality.simple.CI,74000,true
KAPOSI'S_SARCOMA_:_DEMOGRAPHIC_ANSWER_TO_AVR_DISEA,Kaposi's sarcoma : Demographic Answer to AVR disease question,KaposiSarc,82,disease.KaposisSarcoma,65400,true
KAPOSI'S_SARCOMA?,Kaposi's Sarcoma?,sarcKapo,178,diseases.RTN.kaposisSarcoma,79800,true
MARITAL_STATUS_DIVORCED,Marital Status Divorced,divorced,78,marital.divorced,102000,true
MARITAL_STATUS_SINGLE_FOR_ARV,Marital Status Single (for ARV),celibate,78,marital.single,62400,true
MARTIAL_STATUS_COHABITING_FOR_ARV,Martial Status cohabiting (for ARV),cohab,78,marital.cohabitating,62600,true
MARTIAL_STATUS_MARRIED_FOR_ARV,Martial Status Married (for ARV),married,78,marital.married,62500,true
MARTIAL_STATUS_N_A_FOR_CHILDREN_FOR_ARV,Martial Status N/A for children (for ARV),NA,78,marital.n_a,62800,true
MARTIAL_STATUS_WINDOWER_FOR_ARV,Martial Status window(er) (for ARV),widow,78,marital.widow,62700,true
N_A,N/A,na,242,answer.notApplicable,72500,true
NO_SCHOOLING,No Schooling,NoSchool,240,education.noSchool,62000,true
NOT_APPLICABLE_AIDS_PROPHYLAXIS,Not applicable (AIDS Prophylaxis),NA,83,answer.notApplicable,65800,true
OROPHARYNGEAL_CANDIDIASIS_:_DEMOGRAPHIC_ANSWER_TO_,Oropharyngeal Candidiasis : Demographic Answer to AVR disease question,OpharCand,82,disease.oropharyngealCandidiasis,65300,true
OROPHARYNGEAL_CANDIDIASIS?,Oropharyngeal candidiasis?,thrush,178,diseases.RTN.thrush,79400,true
OTHER_AFRICAN,Other African,African,243,nationality.simple.OtherAfrican,74200,true
P_=_HIV_POS,P = HIV-POS,hivpos,279,EID.hivP,91200,true
PAIN_ON_SWALLOWING?,Pain on swallowing?,swallPaint,244,diseases.RTN.painfulSwallowing,78600,true
PRIMARY_SCHOOL,Primary School,Primary,240,education.primary,62100,true
PULMONARY_TB_:_DEMOGRAPHIC_ANSWER_TO_AVR_DISEASE_Q,Pulmonary TB : Demographic Answer to AVR disease question,TBPul,82,disease.tbPulmonary,64600,true
PULMONARY_TUBERCULOSIS?,Pulmonary tuberculosis?,pulTB,244,diseases.RTN.pulmonaryTuberculosis,78400,true
QA_EVENT_TYPE,QA Event Type,,36,,98100,true
"RECURRENT_INFECTIONS_OTITE,_PHARYNGITE?","recurrent infections (otite, pharyngite)?",recInfect,244,diseases.RTN.recurrentInfections,79000,true
RECURRENT_PNEUMONIA?,Recurrent pneumonia?,recPneumon,244,diseases.RTN.recurrentPneumonia,78800,true
RETRO_CI_STAFF,Retro CI Staff,retroCStaf,297,special.request.reason.retroCIStaff,100000,true
SECOND_PCR,Second PCR,secondPCR,267,EID.secondPCR,88100,true
SECONDARY_SCHOOL,Secondary School,Secondary,240,education.secondary,62200,true
SEPSIS?,Sepsis?,sespis,244,diseases.RTN.sespis,78900,true
SHINGLES_:_DEMOGRAPHIC_ANSWER_TO_AVR_DISEASE_QUEST,shingles : Demographic Answer to AVR disease question,Shingles,82,disease.shingles,65500,true
SIGNIFICANT_WEIGHT_LOSS?,Significant weight loss?,weightLoss,244,diseases.RTN.weightLoss,78000,true
US_EMBASSY,US Embassy,USEmbassy,297,special.request.reason.USEmbassy,100100,true
VALID,Valid,,245,dict.PosNegIndInv.valid,82350,true
WIDESPREAD_DERMITITIS_PRUIPINEUSE?,Widespread Dermititis pruipineuse?,dermPruip,178,diseases.RTN.generalDermititisPruipineuse,79500,true
ZONA?,Zona?,zona,178,diseases.RTN.zona,79700,true
INVALID,Invalid,,245,dict.PosNegIndInv.invalid,82300,true
INVALID,Invalid,,198,dict.HIVResult.invalid,82900,true
NEGATIVE,Negative,,246,dict.HIV1NInd.negative,86100,true
INDETERMINATE,Indeterminate,,246,dict.HIV1NInd.indeterminate,86200,true
VL_UNDER_ARV_CONTROL,VL under ARV control,null,400,sample.entry.project.vl.arv,1,true
VIROLOGICAL_FAILURE,Virological Failure,null,400,sample.entry.project.vl.virologicalfail,2,true
CLINICAL_FAILURE,Clinical Failure,null,400,sample.entry.project.vl.clinicalfail,3,true
IMMUNOLOGICAL_FAILURE,Immunological Failure,null,400,sample.entry.project.vl.immunologicalfail,4,true
VL_REASON_OTHER,VL Reason Other,null,400,sample.entry.project.vl.other,5,true
THE_PAPER_FORM_DOESN'T_HAVE_ANY_EXPLICIT_ANSWER.,the paper form doesn't have any explicit answer.,NotSpeced,,answer.notSpecified,106000,true
B1,B1,B1,403,,10,true
J0,J0,J0,403,,20,true
J15,J15,J15,403,,30,true
M1,M1,M1,403,,40,true
M3,M3,M3,403,,50,true
M6,M6,M6,403,,60,true
M12,M12,M12,403,,70,true
OTHER,Other,Other,403,labOrder.hiv.followup.byPeriod.other,80,true
NOT_APPLICABLE,Not Applicable,NA,317,answer.notApplicable,90900,true
UNKNOWN,Unknown,Unknown,281,answer.unknown,92200,true
4_=_NONE,4 = None,infARVNone,281,EID.infantARVNone,92100,true
UNKNOWN,Unknown,Unknown,280,answer.unknown,92200,true
4_=_NONE,4 = None,eid.none,280,EID.none,91700,true
B,B,B,38,dictionary.result.B,50350,true
O,O,O,38,dictionary.result.O,50450,true
